Index,Frequency,Percentage,Word,Desc,Code,Translit,Len,RuUpper,RuUpperLen,RuSymbols
2221,48.91,72.68,свернуть, гл сов пер/не инф ,178262,SVERNUT',8,СВЕРНУТЬ,8,True
2222,48.91,72.68,заснуть, гл сов непер инф ,60327,ZASNUT',7,ЗАСНУТЬ,7,True
2223,48.91,72.69,знакомство, сущ неод ед ср им ,39293,ZNAKOMSTVO,10,ЗНАКОМСТВО,10,False
2224,48.91,72.69,нигде, нар обст места ,202649,NIGDE,5,НИГДЕ,5,True
2225,48.91,72.7,производить, гл несов перех инф ,90919,PROIZVODIT',11,ПРОИЗВОДИТЬ,11,True
2226,48.91,72.7,американец, сущ одуш ед муж им ,126088,AMERIKANETS,11,АМЕРИКАНЕЦ,10,True
2227,48.85,72.71,скромный, прл ед муж им ,55654,SKROMNYJ,8,СКРОМНЫЙ,8,True
2228,48.85,72.71,подозревать, гл несов пер/не инф ,63034,PODOZREVAT',11,ПОДОЗРЕВАТЬ,11,True
2229,48.79,72.72,яйцо, сущ неод ед ср им ,46253,JAJTSO,6,ЯЙЦО,4,True
2230,48.79,72.72,договориться, гл сов непер воз инф ,186452,DOGOVORIT'SJA,13,ДОГОВОРИТЬСЯ,12,True
2231,48.79,72.73,медицинский, прл ед муж им ,51129,MEDITSINSKIJ,12,МЕДИЦИНСКИЙ,11,True
2232,48.79,72.73,следствие, сущ неод ед ср им ,44453,SLEDSTVIE,9,СЛЕДСТВИЕ,9,True
2233,48.79,72.74,спускаться, гл несов непер воз инф ,193603,SPUSKAT'SJA,11,СПУСКАТЬСЯ,10,True
2234,48.66,72.74,поступок, сущ неод ед муж им ,36767,POSTUPOK,8,ПОСТУПОК,8,True
2235,48.6,72.75,проверять, гл несов перех инф ,64508,PROVERJAT',10,ПРОВЕРЯТЬ,9,True
2236,48.6,72.75,преступник, сущ одуш ед муж им ,30915,PRESTUPNIK,10,ПРЕСТУПНИК,10,True
2237,48.54,72.76,дрова, сущ неод мн им ,1586831,DROVA,5,ДРОВА,5,True
2238,48.54,72.76,звание, сущ неод ед ср им ,39179,ZVANIE,6,ЗВАНИЕ,6,True
2239,48.54,72.77,присесть, гл сов непер инф ,89945,PRISEST',8,ПРИСЕСТЬ,8,True
2240,48.48,72.77,подушка, сущ неод ед жен им ,14619,PODUSHKA,8,ПОДУШКА,7,True
2241,48.48,72.78,аккуратно, нар опред кач ,198268,AKKURATNO,9,АККУРАТНО,9,False
2242,48.48,72.78,удобный, прл ед муж им ,56919,UDOBNYJ,7,УДОБНЫЙ,7,True
2243,48.42,72.79,бег, сущ неод ед муж им ,22989,BEG,3,БЕГ,3,True
2244,48.36,72.79,пропустить, гл сов перех инф ,91305,PROPUSTIT',10,ПРОПУСТИТЬ,10,True
2245,48.36,72.8,тетка, сущ одуш ед жен им ,20007,TETKA,5,ТЕТКА,5,False
2246,48.3,72.8,дивизия, сущ неод ед жен им ,147659,DIVIZIJA,8,ДИВИЗИЯ,7,True
2247,48.3,72.8,высоко, нар опред кач ,199603,VYSOKO,6,ВЫСОКО,6,True
2248,48.23,72.81,мягко, нар опред кач ,201439,MJAGKO,6,МЯГКО,5,True
2249,48.23,72.81,исключительно, нар опред степ ,200677,ISKLJUCHITEL'NO,15,ИСКЛЮЧИТЕЛЬНО,13,True
2250,48.23,72.82,распахнуть, гл сов перех инф ,93182,RASPAHNUT',10,РАСПАХНУТЬ,10,True
2251,48.23,72.82,коньяк, сущ неод ед муж им ,26997,KON'JAK,7,КОНЬЯК,6,True
2252,48.17,72.83,контакт, сущ неод ед муж им ,26913,KONTAKT,7,КОНТАКТ,7,False
2253,48.17,72.83,деталь, сущ неод ед жен им ,4913,DETAL',6,ДЕТАЛЬ,6,True
2254,48.17,72.84,мрачный, прл ед муж им ,51509,MRACHNYJ,8,МРАЧНЫЙ,7,True
2255,48.17,72.84,выбраться, гл сов непер воз инф ,186166,VYBRAT'SJA,10,ВЫБРАТЬСЯ,9,True
2256,48.17,72.85,ползти, гл несов непер инф ,63341,POLZTI,6,ПОЛЗТИ,6,True
2257,48.17,72.85,китайский, прл ед муж им ,50188,KITAJSKIJ,9,КИТАЙСКИЙ,9,True
2258,48.17,72.86,горизонт, сущ неод ед муж им ,24471,GORIZONT,8,ГОРИЗОНТ,8,True
2259,48.11,72.86,шеф, сущ одуш ед муж им ,35559,SHEF,4,ШЕФ,3,True
2260,48.11,72.87,жук, сущ одуш ед муж им ,25359,ZHUK,4,ЖУК,3,True
2261,48.05,72.87,новость, сущ неод ед жен им ,12077,NOVOST',7,НОВОСТЬ,7,True
2262,48.05,72.88,погодить, гл сов непер инф ,217628,POGODIT',8,ПОГОДИТЬ,8,True
2263,48.05,72.88,правильный, прл ед муж им ,54194,PRAVIL'NYJ,10,ПРАВИЛЬНЫЙ,10,True
2264,47.99,72.89,утренний, прл ед муж им ,57074,UTRENNIJ,8,УТРЕННИЙ,8,True
2265,47.93,72.89,редакция, сущ неод ед жен им ,157089,REDAKTSIJA,10,РЕДАКЦИЯ,8,True
2266,47.93,72.9,передача, сущ неод ед жен им ,154401,PEREDACHA,9,ПЕРЕДАЧА,8,True
2267,47.93,72.9,гений, сущ ед муж им ,128297,GENIJ,5,ГЕНИЙ,5,True
2268,47.81,72.91,опуститься, гл сов непер воз инф ,188263,OPUSTIT'SJA,11,ОПУСТИТЬСЯ,10,True
2269,47.74,72.91,публика, сущ неод ед жен им ,16179,PUBLIKA,7,ПУБЛИКА,7,True
2270,47.74,72.92,декабрь, сущ неод ед муж им ,129007,DEKABR',7,ДЕКАБРЬ,7,True
2271,47.68,72.92,свадьба, сущ неод ед жен им ,17559,SVAD'BA,7,СВАДЬБА,7,True
2272,47.68,72.93,колхоз, сущ неод ед муж им ,26715,KOLHOZ,6,КОЛХОЗ,6,True
2273,47.62,72.93,немало, нар опред степ ,202264,NEMALO,6,НЕМАЛО,6,True
2274,47.62,72.93,городок, сущ неод ед муж им ,36145,GORODOK,7,ГОРОДОК,7,True
2275,47.62,72.94,лук, сущ неод ед муж им ,27735,LUK,3,ЛУК,3,True
2276,47.56,72.94,лаборатория, сущ неод ед жен им ,150518,LABORATORIJA,12,ЛАБОРАТОРИЯ,11,True
2277,47.56,72.95,москвич, сущ ед муж им ,1175198,MOSKVICH,8,МОСКВИЧ,7,True
2278,47.56,72.95,бандит, сущ одуш ед муж им ,22899,BANDIT,6,БАНДИТ,6,True
2279,47.5,72.96,молодежь, сущ неод ед жен им ,10337,MOLODEZH',9,МОЛОДЕЖЬ,8,True
2280,47.5,72.96,справиться, гл сов непер воз инф ,190812,SPRAVIT'SJA,11,СПРАВИТЬСЯ,10,True
2281,47.5,72.97,согласно, нар опред кач ,205500,SOGLASNO,8,СОГЛАСНО,8,True
2282,47.5,72.97,прекратить, гл сов перех инф ,88933,PREKRATIT',10,ПРЕКРАТИТЬ,10,True
2283,47.44,72.98,прислушиваться, гл несов непер воз инф ,191775,PRISLUSHIVAT'SJA,16,ПРИСЛУШИВАТЬСЯ,14,True
2284,47.44,72.98,строительство, сущ неод ед ср им ,45143,STROITEL'STVO,13,СТРОИТЕЛЬСТВО,13,True
2285,47.44,72.99,ноябрь, сущ неод ед муж им ,134792,NOJABR',7,НОЯБРЬ,6,True
2286,47.38,72.99,пенсия, сущ неод ед жен им ,154338,PENSIJA,7,ПЕНСИЯ,6,True
2287,47.38,73.0,пакет, сущ неод ед муж им ,29607,PAKET,5,ПАКЕТ,5,True
2288,47.32,73.0,ценность, сущ неод ед жен им ,21675,TSENNOST',9,ЦЕННОСТЬ,8,True
2289,47.32,73.01,постараться, гл сов непер воз инф ,189435,POSTARAT'SJA,12,ПОСТАРАТЬСЯ,11,True
2290,47.25,73.01,желудок, сущ неод ед муж им ,36193,ZHELUDOK,8,ЖЕЛУДОК,7,True
2291,47.25,73.02,сэр, сущ одуш ед муж им ,33597,SER,3,СЭР,3,True
2292,47.25,73.02,заяц, сущ одуш ед муж им ,1209203,ZAJATS,6,ЗАЯЦ,4,True
2293,47.19,73.02,пилить, гл несов пер/не инф ,84847,PILIT',6,ПИЛИТЬ,6,True
2294,47.19,73.03,удивительно, нар опред степ ,205992,UDIVITEL'NO,11,УДИВИТЕЛЬНО,11,True
2295,47.19,73.03,изучать, гл несов перех инф ,60614,IZUCHAT',8,ИЗУЧАТЬ,7,True
2296,47.19,73.04,танец, сущ неод ед муж им ,141253,TANETS,6,ТАНЕЦ,5,True
2297,47.19,73.04,слабость, сущ неод ед жен им ,18309,SLABOST',8,СЛАБОСТЬ,8,True
2298,47.13,73.05,воин, сущ одуш ед муж им ,23889,VOIN,4,ВОИН,4,True
2299,47.13,73.05,бомба, сущ неод ед жен им ,2305,BOMBA,5,БОМБА,5,True
2300,47.13,73.06,партийный, прл ед муж им ,53424,PARTIJNYJ,9,ПАРТИЙНЫЙ,9,True
2301,47.13,73.06,князь, сущ одуш ед муж им ,1210346,KNJAZ',6,КНЯЗЬ,5,True
2302,47.01,73.07,подписать, гл сов перех инф ,63062,PODPISAT',9,ПОДПИСАТЬ,9,True
2303,46.95,73.07,карточка, сущ неод ед жен им ,7283,KARTOCHKA,9,КАРТОЧКА,8,True
2304,46.95,73.08,комитет, сущ неод ед муж им ,26775,KOMITET,7,КОМИТЕТ,7,True
2305,46.95,73.08,посылать, гл несов перех инф ,63705,POSYLAT',8,ПОСЫЛАТЬ,8,True
2306,46.95,73.09,стрелок, сущ одуш ед муж им ,37013,STRELOK,7,СТРЕЛОК,7,True
2307,46.89,73.09,итог, сущ неод ед муж им ,26049,ITOG,4,ИТОГ,4,True
2308,46.77,73.1,объяснение, сущ неод ед ср им ,41117,OB'JASNENIE,11,ОБЪЯСНЕНИЕ,10,True
2309,46.77,73.1,действительность, сущ неод ед жен им ,4799,DEJSTVITEL'NOST',16,ДЕЙСТВИТЕЛЬНОСТЬ,16,True
2310,46.77,73.1,склон, сущ неод ед муж им ,32733,SKLON,5,СКЛОН,5,True
2311,46.77,73.11,танцевать, гл несов пер/не инф ,185139,TANTSEVAT',10,ТАНЦЕВАТЬ,9,True
2312,46.77,73.11,плотный, прл ед муж им ,53689,PLOTNYJ,7,ПЛОТНЫЙ,7,True
2313,46.77,73.12,душевный, прл ед муж им ,49048,DUSHEVNYJ,9,ДУШЕВНЫЙ,8,True
2314,46.77,73.12,воображение, сущ неод ед ср им ,37691,VOOBRAZHENIE,12,ВООБРАЖЕНИЕ,11,True
2315,46.77,73.13,девка, сущ одуш ед жен им ,4739,DEVKA,5,ДЕВКА,5,True
2316,46.7,73.13,осветить, гл сов перех инф ,81788,OSVETIT',8,ОСВЕТИТЬ,8,True
2317,46.7,73.14,незаметно, нар опред кач ,202183,NEZAMETNO,9,НЕЗАМЕТНО,9,False
2318,46.7,73.14,подобрать, гл сов перех инф ,62929,PODOBRAT',9,ПОДОБРАТЬ,9,True
2319,46.7,73.15,коротко, нар опред кач ,200960,KOROTKO,7,КОРОТКО,7,False
2320,46.7,73.15,серебряный, прл ед муж им ,55484,SEREBRJANYJ,11,СЕРЕБРЯНЫЙ,10,True
2321,46.64,73.16,многочисленный, прл ед муж им ,51364,MNOGOCHISLENNYJ,15,МНОГОЧИСЛЕННЫЙ,14,True
2322,46.64,73.16,дешевый, прл ед муж им ,48743,DESHEVYJ,8,ДЕШЕВЫЙ,7,True
2323,46.58,73.17,голодный, прл ед муж им ,48313,GOLODNYJ,8,ГОЛОДНЫЙ,8,True
2324,46.58,73.17,внук, сущ одуш ед муж им ,23823,VNUK,4,ВНУК,4,False
2325,46.58,73.17,вор, сущ одуш ед муж им ,23943,VOR,3,ВОР,3,False
2326,46.58,73.18,стеклянный, прл ед муж им ,56169,STEKLJANNYJ,11,СТЕКЛЯННЫЙ,10,True
2327,46.58,73.18,степь, сущ неод ед жен им ,19125,STEP',5,СТЕПЬ,5,True
2328,46.52,73.19,приобрести, гл сов перех инф ,89739,PRIOBRESTI,10,ПРИОБРЕСТИ,10,True
2329,46.52,73.19,тяжесть, сущ неод ед жен им ,20679,TJAZHEST',9,ТЯЖЕСТЬ,7,True
2330,46.52,73.2,лев, сущ одуш ед муж им ,27495,LEV,3,ЛЕВ,3,True
2331,46.52,73.2,винтовка, сущ неод ед жен им ,3101,VINTOVKA,8,ВИНТОВКА,8,True
2332,46.46,73.21,ужасно, нар опред кач ,206005,UZHASNO,7,УЖАСНО,6,True
2333,46.46,73.21,оборона, сущ неод ед жен им ,12323,OBORONA,7,ОБОРОНА,7,True
2334,46.4,73.22,трогать, гл несов пер/не инф ,66433,TROGAT',7,ТРОГАТЬ,7,True
2335,46.4,73.22,заорать, гл сов непер инф ,74316,ZAORAT',7,ЗАОРАТЬ,7,True
2336,46.4,73.23,вечерний, прл ед муж им ,47682,VECHERNIJ,9,ВЕЧЕРНИЙ,8,True
2337,46.4,73.23,поинтересоваться, гл сов непер воз инф ,189159,POINTERESOVAT'SJA,17,ПОИНТЕРЕСОВАТЬСЯ,16,True
2338,46.4,73.24,огонек, сущ неод ед муж им ,36577,OGONEK,6,ОГОНЕК,6,True
2339,46.34,73.24,вещий, прл ед муж им ,47692,VESCHIJ,7,ВЕЩИЙ,5,True
2340,46.34,73.24,стиль, сущ неод ед муж им ,140840,STIL',5,СТИЛЬ,5,True
2341,46.34,73.25,подбородок, сущ неод ед муж им ,36711,PODBORODOK,10,ПОДБОРОДОК,10,True
2342,46.34,73.25,задержать, гл сов перех инф ,73377,ZADERZHAT',10,ЗАДЕРЖАТЬ,9,True
2343,46.28,73.26,блестеть, гл несов непер инф ,67599,BLESTET',8,БЛЕСТЕТЬ,8,True
2344,46.28,73.26,вслух, нар опред спос ,199533,VSLUH,5,ВСЛУХ,5,True
2345,46.28,73.27,щель, сущ неод ед жен им ,22467,SCHEL',6,ЩЕЛЬ,4,True
2346,46.28,73.27,потребовать, гл сов перех инф ,63740,POTREBOVAT',11,ПОТРЕБОВАТЬ,11,True
2347,46.28,73.28,редактор, сущ одуш ед муж им ,31839,REDAKTOR,8,РЕДАКТОР,8,True
2348,46.15,73.28,давление, сущ неод ед ср им ,38297,DAVLENIE,8,ДАВЛЕНИЕ,8,True
2349,46.15,73.29,противоположный, прл ед муж им ,54589,PROTIVOPOLOZHNYJ,16,ПРОТИВОПОЛОЖНЫЙ,15,True
2350,46.09,73.29,режиссер, сущ одуш ед муж им ,138808,REZHISSER,9,РЕЖИССЕР,8,True
2351,46.09,73.3,коммунистический, прл ед муж им ,50323,KOMMUNISTICHESKIJ,17,КОММУНИСТИЧЕСКИЙ,16,True
2352,46.03,73.3,метро, сущ неод ед ср ,122539,METRO,5,МЕТРО,5,False
2353,46.03,73.3,дар, сущ неод ед муж им ,24693,DAR,3,ДАР,3,True
2354,46.03,73.31,значительно, нар опред кач ,200507,ZNACHITEL'NO,12,ЗНАЧИТЕЛЬНО,11,True
2355,45.97,73.31,май, сущ неод ед муж им ,133039,MAJ,3,МАЙ,3,True
2356,45.97,73.32,наблюдение, сущ неод ед ср им ,40373,NABLJUDENIE,11,НАБЛЮДЕНИЕ,10,True
2357,45.97,73.32,конкретный, прл ед муж им ,50343,KONKRETNYJ,10,КОНКРЕТНЫЙ,10,True
2358,45.97,73.33,шанс, сущ неод ед муж им ,143789,SHANS,5,ШАНС,4,True
2359,45.91,73.33,сиять, гл несов непер инф ,94715,SIJAT',6,СИЯТЬ,5,True
2360,45.91,73.34,усесться, гл сов непер воз инф ,191079,USEST'SJA,9,УСЕСТЬСЯ,8,True
2361,45.85,73.34,стоящий, прл ед муж им ,118134,STOJASCHIJ,10,СТОЯЩИЙ,7,True
2362,45.85,73.35,туча, сущ неод ед жен им ,159848,TUCHA,5,ТУЧА,4,True
2363,45.79,73.35,отвернуться, гл сов непер воз инф ,188347,OTVERNUT'SJA,12,ОТВЕРНУТЬСЯ,11,True
2364,45.79,73.35,вырваться, гл сов непер воз инф ,186324,VYRVAT'SJA,10,ВЫРВАТЬСЯ,9,True
2365,45.72,73.36,закончиться, гл сов непер воз инф ,186770,ZAKONCHIT'SJA,13,ЗАКОНЧИТЬСЯ,11,True
2366,45.72,73.36,дума, сущ неод ед жен им ,5465,DUMA,4,ДУМА,4,True
2367,45.66,73.37,клиент, сущ одуш ед муж им ,26541,KLIENT,6,КЛИЕНТ,6,True
2368,45.6,73.37,бормотать, гл несов пер/не инф ,58298,BORMOTAT',9,БОРМОТАТЬ,9,True
2369,45.6,73.38,дежурный, прл ед муж им ,48643,DEZHURNYJ,9,ДЕЖУРНЫЙ,8,True
2370,45.6,73.38,сентябрь, сущ неод ед муж им ,139763,SENTJABR',9,СЕНТЯБРЬ,8,True
2371,45.6,73.39,двигатель, сущ неод ед муж им ,128912,DVIGATEL',9,ДВИГАТЕЛЬ,9,True
2372,45.48,73.39,состояться, гл сов непер воз инф ,190777,SOSTOJAT'SJA,12,СОСТОЯТЬСЯ,10,True
2373,45.48,73.4,завтрак, сущ неод ед муж им ,25425,ZAVTRAK,7,ЗАВТРАК,7,False
2374,45.42,73.4,взвод, сущ неод ед муж им ,23697,VZVOD,5,ВЗВОД,5,True
2375,45.42,73.4,рыбак, сущ одуш ед муж им ,32133,RYBAK,5,РЫБАК,5,True
2376,45.36,73.41,особо, нар опред спос ,202880,OSOBO,5,ОСОБО,5,True
2377,45.3,73.41,ощутить, гл сов перех инф ,83657,OSCHUTIT',9,ОЩУТИТЬ,7,True
2378,45.3,73.42,ответственность, сущ неод ед жен им ,12989,OTVETSTVENNOST',15,ОТВЕТСТВЕННОСТЬ,15,True
2379,45.3,73.42,болото, сущ неод ед ср им ,100198,BOLOTO,6,БОЛОТО,6,True
2380,45.3,73.43,альбом, сущ неод ед муж им ,217,AL'BOM,6,АЛЬБОМ,6,True
2381,45.3,73.43,поправить, гл сов перех инф ,63509,POPRAVIT',9,ПОПРАВИТЬ,9,True
2382,45.23,73.44,полететь, гл сов непер инф ,63334,POLETET',8,ПОЛЕТЕТЬ,8,True
2383,45.23,73.44,выдавать, гл несов перех инф ,58928,VYDAVAT',8,ВЫДАВАТЬ,8,True
2384,45.23,73.45,задавать, гл несов перех инф ,59998,ZADAVAT',8,ЗАДАВАТЬ,8,True
2385,45.23,73.45,пламя, сущ неод ед ср им ,46307,PLAMJA,6,ПЛАМЯ,5,True
2386,45.23,73.45,беспокоиться, гл несов непер воз инф ,196158,BESPOKOIT'SJA,13,БЕСПОКОИТЬСЯ,12,True
2387,45.17,73.46,снаряд, сущ неод ед муж им ,32835,SNARJAD,7,СНАРЯД,6,True
